time_us,ax,ay,az,gx,gy,gz
0,1.106121,-0.035913,10.819398,3.629463,-0.860209,-1.859281
4000,0.940921,-0.031125,10.812215,3.217249,-1.226621,-2.073022
8000,0.739808,-0.007183,10.931925,2.896638,-2.249522,-1.813480
12000,0.660800,-0.009577,10.869676,2.606562,-3.654102,-1.004319
16000,0.675165,-0.045490,10.884041,2.163814,-4.356392,-0.531037
20000,0.780510,-0.071826,10.797850,1.782134,-4.142652,-0.225693
24000,0.950498,-0.040701,10.888829,1.217249,-3.776240,-0.073022
28000,1.029507,-0.079009,10.958261,0.896638,-3.486163,-0.408900
32000,0.955287,-0.021548,11.025299,1.110379,-3.791507,-0.317297
36000,0.943315,0.052672,11.142614,1.308852,-4.356392,-0.500503
40000,1.019930,-0.009577,11.066000,1.812669,-4.066316,-0.332564
44000,1.027112,0.002394,11.070788,2.194348,-4.035782,-0.057755
48000,0.988805,0.052672,11.125855,2.713432,-3.409827,0.079650
52000,1.060631,0.023942,11.166556,3.415722,-2.844942,0.079650
56000,1.019930,-0.043096,11.094730,3.690531,-1.684637,0.064383
60000,1.063026,-0.033519,11.061212,3.995875,-0.463263,0.201787
64000,1.031901,-0.043096,11.032481,4.011142,0.727577,0.171253
68000,0.869095,0.014365,10.919954,3.721066,1.017653,0.400261
72000,0.826000,-0.035913,10.996569,3.583661,0.864982,0.812474
76000,0.885855,-0.062249,10.967838,3.308852,0.605440,0.919345
80000,0.900220,-0.033519,11.104307,3.339386,0.010020,1.239955
84000,1.015141,-0.105345,11.233594,3.308852,-0.570133,1.224688
88000,1.165976,-0.057461,11.286267,3.843203,-0.921278,1.301024
92000,1.343147,-0.026336,11.283873,4.377554,-0.402194,0.629268
96000,1.230620,0.002394,11.188105,4.789768,-0.570133,0.278123
100000,1.211466,-0.083797,11.214440,5.064577,-1.348759,-0.057755
104000,1.127669,-0.067038,11.063606,5.232516,-2.417461,-0.363098
108000,1.055843,-0.052672,10.979809,4.927173,-3.135018,-0.225693
112000,1.110910,-0.009577,10.977415,4.682898,-3.974713,-0.271495
116000,1.168370,-0.076614,10.965444,4.621829,-4.295324,-0.164625
120000,1.170765,0.004788,10.982203,4.194348,-3.822041,-0.515770
124000,1.273715,-0.081403,10.994174,4.056943,-2.844942,-0.653174
128000,1.333570,-0.023942,10.936713,3.995875,-2.218988,-0.866915
132000,1.441309,0.031125,10.967838,3.919539,-1.623568,-1.080655
136000,1.508347,0.107739,10.934319,4.301219,-1.089217,-1.523403
140000,1.489193,0.119710,10.924743,4.224883,-0.875476,-2.118823
144000,1.343147,0.064643,10.845734,4.530226,-0.646469,-2.393632
148000,1.240196,0.071826,10.869676,4.530226,-1.058682,-2.393632
152000,1.113304,0.122104,10.680533,4.240149,-1.043415,-2.424167
156000,1.055843,0.129287,10.647015,3.934806,-1.150285,-2.424167
160000,0.974440,0.148441,10.745177,3.018775,-1.165553,-2.011953
164000,0.859518,0.129287,10.654198,2.698165,-1.119751,-1.645541
168000,0.806846,0.122104,10.857705,2.301218,-1.455629,-1.080655
172000,0.833182,0.179565,10.893618,2.408089,-1.318224,-0.637907
176000,0.878672,0.100556,10.941502,2.301218,-1.104484,-0.302029
180000,0.785298,0.114922,10.975020,2.133279,-0.509064,-0.179892
184000,0.842759,0.136469,11.001357,2.484425,-1.119751,0.507131
188000,0.797269,0.107739,11.140221,2.927173,-2.096850,0.598734
192000,0.998382,0.023942,11.097125,3.354653,-2.722805,0.995681
196000,1.091756,0.011971,11.233594,3.293585,-2.692270,0.873543
200000,1.240196,-0.038307,11.099519,3.553127,-2.325858,0.568200
204000,1.280898,-0.074220,11.013328,3.278317,-2.127385,-0.225693
208000,1.163582,-0.016759,10.982203,3.095111,-2.051049,-0.790579
212000,0.984017,0.007183,11.006145,3.171447,-2.585400,-1.248594
216000,0.814029,0.050278,10.943896,3.156180,-3.455629,-0.622640
220000,0.826000,0.016759,10.888829,3.003508,-3.822041,-0.515770
224000,0.837971,0.040701,10.809821,2.850837,-3.623568,-0.088289
228000,0.840365,0.009577,10.826580,2.835569,-3.119751,0.033849
232000,0.828394,0.004788,10.876859,2.408089,-3.150285,0.491864
236000,0.785298,-0.043096,10.943896,2.102745,-3.165553,0.537665
240000,0.761356,-0.071826,10.948685,2.179081,-3.593034,1.026215
244000,0.962469,-0.071826,10.991780,2.545493,-3.058682,0.797207
248000,1.034295,-0.107739,11.032481,2.835569,-1.486163,0.507131
252000,0.883460,-0.184354,11.058818,3.018775,-0.234255,0.278123
256000,0.656011,-0.122104,10.953473,3.446256,-0.356392,0.629268
260000,0.679953,-0.189142,10.848128,3.659997,-0.615934,0.904078
264000,0.914585,-0.179565,10.733206,3.278317,-0.906011,1.072016
268000,0.945710,-0.232238,10.644621,2.484425,-0.692270,0.751406
272000,1.010353,-0.210690,10.601525,1.827936,-1.699904,0.415528
276000,1.072602,-0.205901,10.606314,0.866104,-2.921278,0.415528
280000,1.103727,-0.184354,10.769119,0.285951,-3.638835,0.003314
284000,1.070208,-0.114922,10.728417,-0.126262,-4.844942,-0.179892
288000,0.986411,-0.150835,10.939108,0.133279,-5.516697,-0.164625
292000,1.077391,-0.112527,11.089942,0.835569,-5.486163,-0.164625
296000,1.163582,-0.086191,10.943896,1.308852,-5.486163,-0.195159
300000,1.276109,-0.110133,10.898406,1.843203,-4.631201,-0.408900
304000,1.218649,-0.098162,10.922348,2.148547,-3.730438,-0.882182
308000,1.118092,-0.033519,10.903194,2.316485,-3.364026,-0.912716
312000,1.029507,-0.035913,10.886436,2.209615,-3.257156,-1.248594
316000,1.036689,-0.067038,10.824186,2.224883,-2.783873,-0.973785
320000,0.974440,-0.086191,10.805033,2.224883,-2.570133,-0.851648
324000,0.876278,-0.126893,10.855310,2.377554,-2.524331,-0.637907
328000,0.821211,-0.146046,10.783484,2.423356,-2.203721,-0.302029
332000,0.847547,-0.256180,10.735600,2.347020,-1.257156,-0.576838
336000,0.797269,-0.270545,10.711658,1.950073,-0.967079,-0.179892
340000,0.660800,-0.306458,10.788273,1.583661,-1.287690,0.384994
344000,0.715866,-0.371101,10.965444,1.140913,-2.020514,0.812474
348000,0.639252,-0.416591,11.099519,0.652363,-2.951812,1.423162
352000,0.675165,-0.440533,11.276690,0.530226,-3.883110,1.728505
356000,0.909797,-0.509965,11.326968,0.774501,-4.478529,1.881177
360000,1.043872,-0.557849,11.453861,1.049310,-5.715171,1.575833
364000,1.144428,-0.593762,11.580753,1.705798,-5.776239,1.194154
368000,1.091756,-0.517148,11.561600,2.316485,-6.127385,0.812474
372000,1.000776,-0.620098,11.492168,2.774501,-6.218987,0.522398
376000,0.835576,-0.600945,11.559206,3.400455,-6.371659,0.369726
380000,0.826000,-0.639252,11.449073,3.751600,-7.119751,0.904078
384000,0.852336,-0.682347,11.465832,3.858470,-7.333491,1.316291
388000,0.991199,-0.727837,11.458650,4.270684,-7.058682,1.285757
392000,1.089362,-0.845153,11.360487,4.316485,-6.356392,1.102551
396000,1.007959,-0.854730,11.295844,4.835569,-5.623568,1.194154
400000,0.938527,-0.921768,11.156980,4.530226,-5.135018,1.514765
404000,0.842759,-0.955287,10.996569,3.705798,-5.425095,1.820108
408000,0.766145,-1.005565,11.034876,3.201982,-5.593033,2.018581
412000,0.754174,-1.043872,11.044453,2.820302,-6.371659,2.384994
416000,0.718261,-1.101333,11.130644,2.514959,-6.890743,2.812474
420000,0.593762,-1.079785,11.202470,2.301218,-7.302957,3.530032
424000,0.651223,-1.146823,11.367670,2.224883,-6.936545,4.140719
428000,0.950498,-1.182736,11.329363,2.362287,-5.974713,4.537665
432000,1.118092,-1.218649,11.214440,2.087478,-4.524331,4.751406
436000,1.027112,-1.321599,11.355699,2.118012,-3.470896,4.598734
440000,1.077391,-1.321599,11.444284,2.514959,-4.020514,4.568200
444000,1.273715,-1.429338,11.437101,3.201982,-4.951812,4.888811
448000,1.690306,-1.472434,11.312603,3.476791,-5.638835,4.476597
452000,2.133234,-1.489193,11.224017,3.232516,-5.425095,2.827742
456000,1.941698,-1.465251,11.338940,3.125646,-5.409827,1.239955
460000,1.647211,-1.426944,11.700463,3.186715,-7.745705,0.430795
464000,1.628057,-1.395820,12.014104,5.430989,-9.928912,0.293391
468000,1.821988,-1.580173,12.085930,7.217249,-10.051049,-0.088289
472000,1.889025,-1.685518,11.729194,8.438622,-8.112118,-0.576838
476000,1.716643,-1.759738,11.671733,9.125646,-5.638835,-1.050121
480000,1.496376,-1.812411,11.437101,9.263050,-5.165553,-0.989052
