time_us,ax,ay,az,gx,gy,gz
0,0.730232,0.055067,11.092337,6.972974,0.864982,-0.546304
4000,0.811634,0.047884,11.197681,7.675264,0.177959,-1.202793
8000,0.885855,0.026336,11.166556,8.301218,-0.188453,-1.645541
12000,0.905008,0.090980,11.049241,8.698165,-0.066316,-2.302029
16000,0.754174,0.086191,11.168951,8.728700,-0.142652,-2.500503
20000,0.790087,0.033519,11.056423,9.201982,0.132157,-2.805846
24000,0.675165,0.035913,10.967838,9.308852,0.697043,-3.156991
28000,0.502782,0.021548,10.670957,9.003509,1.292463,-3.126457
32000,0.421380,0.009577,10.443508,7.751600,1.903150,-2.836380
36000,0.169988,0.011971,10.386047,6.637096,2.254295,-2.286762
40000,0.110133,0.126893,10.524911,4.805035,1.292463,-1.462335
44000,0.191536,0.143652,10.529699,4.224883,0.483302,-0.500503
48000,0.299275,0.155623,10.668563,3.644730,0.254295,0.262856
52000,0.464475,0.110133,10.723629,2.942440,1.292463,0.736139
56000,0.493206,0.107739,10.714052,2.591295,2.681776,0.965146
60000,0.445322,0.158017,10.749966,2.514959,3.277195,1.178887
64000,0.517148,0.193930,10.759542,2.362287,2.697043,1.117818
68000,0.452504,0.186748,10.752359,1.995875,1.643608,0.919345
72000,0.653617,0.162806,10.917560,1.705798,0.315363,0.491864
76000,0.754174,0.186748,11.097125,1.553127,-1.348759,-0.363098
80000,0.835576,0.138864,11.295844,1.644730,-2.524331,-0.912716
84000,0.718261,0.227449,11.556811,2.698165,-2.906011,-1.416533
88000,0.622492,0.172383,11.516110,3.492058,-3.318224,-1.630274
92000,0.519542,0.105345,11.540052,4.484425,-3.272423,-1.813480
96000,0.438139,0.162806,11.384429,5.232516,-2.539598,-1.950884
100000,0.313640,0.055067,11.331757,5.492058,-1.867843,-1.752411
104000,0.385466,0.088585,11.231200,5.492058,-1.348759,-1.706609
108000,0.548272,0.117316,11.008539,4.942440,-0.707537,-1.737144
112000,0.787692,0.146046,10.862494,4.148547,-0.020514,-2.195159
116000,0.866701,0.237026,10.891224,3.278317,0.284829,-2.760045
120000,0.603339,0.167594,10.819398,2.682898,-0.051049,-3.050121
124000,0.402226,0.220267,10.819398,1.751600,-1.211354,-2.592106
128000,0.454898,0.256180,10.979809,1.507325,-2.127385,-1.966151
132000,0.383072,0.371101,11.128249,2.072211,-2.585400,-1.385999
136000,0.481235,0.292093,11.434708,3.003508,-2.386927,-1.004319
140000,0.763750,0.380678,11.365275,4.056943,-0.890743,-1.126457
144000,0.787692,0.366313,11.276690,5.003509,1.689409,-1.844014
148000,0.531513,0.339977,11.039664,5.003509,3.078722,-1.874548
152000,0.342371,0.306458,11.001357,4.759233,2.758112,-1.523403
156000,0.160412,0.272939,10.991780,4.988241,2.086356,-0.989052
160000,0.134075,0.251391,10.898406,4.530226,1.857348,-0.683709
164000,0.160412,0.289698,10.821792,4.285951,1.322997,0.155986
168000,0.234632,0.330400,10.855310,4.362287,0.651241,0.965146
172000,0.407014,0.277727,10.843340,3.980608,0.406966,1.087284
176000,0.433351,0.253785,10.654198,3.430989,-0.585400,1.148352
180000,0.459687,0.306458,10.759542,2.606562,-1.715171,1.270490
184000,0.313640,0.292093,10.773908,1.858470,-3.577766,1.224688
188000,0.392649,0.289698,10.867282,1.827936,-5.425095,1.713238
192000,0.629675,0.335188,10.876859,1.736333,-6.142652,1.484230
196000,0.821211,0.351948,10.963050,1.736333,-5.623568,1.377360
200000,0.895431,0.311246,10.864887,1.736333,-4.524331,0.705604
204000,0.854730,0.222661,10.903194,1.629462,-3.516698,0.232322
208000,0.770933,0.150835,10.814610,1.293585,-3.119751,-0.134090
212000,0.632069,0.244209,10.991780,1.293585,-3.486163,-0.011953
216000,0.742203,0.189142,11.015722,1.904272,-3.654102,-0.271495
220000,0.823605,0.177171,11.056423,2.545493,-3.302957,-0.408900
224000,0.907402,0.162806,10.891224,2.835569,-2.188453,-0.821113
228000,0.840365,0.062249,10.773908,2.774501,-1.348759,-1.370732
232000,0.586579,0.131681,10.685322,2.713432,-1.089217,-1.370732
