time_us,ax,ay,az,gx,gy,gz
0,0.665588,-1.503559,11.877635,23.049311,-21.638836,-5.752411
4000,0.397437,-1.616086,11.786655,22.743967,-21.989981,-6.073021
8000,0.016759,-1.537078,11.738770,23.293585,-20.539598,-5.691342
12000,-0.263362,-1.505953,11.463438,23.675264,-17.959446,-4.393632
16000,-0.387861,-1.515530,11.104307,24.560760,-13.043416,-3.233327
20000,-0.672771,-1.328782,10.781090,24.652365,-6.447995,-1.065388
24000,-0.940921,-1.091756,10.508151,24.637096,-0.402194,1.041482
28000,-0.799663,-1.094150,10.333375,23.995876,4.269562,4.018581
32000,0.014365,-1.292869,10.007763,23.278318,11.185592,5.942245
36000,0.138864,-1.118092,9.493010,21.186716,19.048187,6.293391
40000,0.093374,-1.046266,9.217676,17.339386,23.674141,6.980413
44000,0.117316,-0.689530,9.191340,14.606562,26.284828,8.522398
48000,0.581791,-0.373495,9.200917,11.400455,27.414600,9.285756
52000,1.041478,-0.237026,9.255983,8.728700,28.437500,9.010947
56000,1.319205,-0.071826,9.344569,5.553127,28.926050,8.690337
60000,1.441309,0.208296,9.751583,3.507325,27.750477,9.010947
64000,1.551443,0.373495,10.223241,3.125646,24.361164,8.629268
68000,1.747767,0.466869,10.520123,3.400455,21.002386,8.354459
72000,1.790863,0.457293,10.632649,3.003508,18.086355,7.789574
76000,1.649605,0.505177,10.943896,3.446256,13.842080,7.713238
80000,1.778892,0.502782,11.358093,4.835569,9.597806,7.209421
84000,1.831564,0.572214,11.889606,6.621829,4.376432,7.148353
88000,1.812411,0.519542,12.294226,9.339386,-0.112117,6.644536
92000,1.683124,0.464475,12.689269,12.988241,-3.364026,6.186521
96000,1.723825,0.560243,12.943054,17.156181,-4.615934,5.652169
100000,2.123657,0.497994,12.988544,22.621830,-2.768606,4.278123
104000,2.432509,0.356736,12.310986,26.911905,1.322997,2.369726
108000,2.449268,0.191536,11.662156,29.537861,5.582539,-0.210426
112000,2.360683,0.141258,10.795456,30.072212,7.277195,-2.515770
116000,2.406173,0.141258,10.110714,28.957708,7.719944,-5.416533
120000,2.346318,0.102951,9.923966,27.186716,6.681776,-8.607373
124000,1.951274,0.122104,9.361329,24.942440,6.864982,-11.324930
128000,1.233014,0.169988,9.124303,22.606562,5.628341,-12.454701
132000,0.624887,0.248997,8.813056,20.026409,5.231394,-11.676076
136000,0.179565,0.234632,8.485051,17.003510,5.429867,-10.210426
140000,0.026336,0.253785,8.073248,13.568394,5.506203,-8.485235
144000,-0.043096,0.227449,7.931990,9.064577,5.613073,-6.958518
148000,0.177171,0.177171,7.896077,4.408089,4.819180,-5.263861
152000,0.639252,0.059855,7.941567,-0.065194,3.353531,-4.866915
156000,0.701501,0.045490,8.540117,-4.584278,0.223760,-5.141724
160000,0.675165,0.241814,9.581595,-6.950690,-5.028148,-4.637907
164000,1.031901,0.354342,10.383653,-6.584278,-8.157919,-4.821113
168000,1.551443,0.347159,10.658986,-5.179698,-7.883110,-5.691342
172000,1.850718,0.332794,10.884041,-3.469774,-5.547232,-7.447067
176000,2.078167,0.347159,10.975020,-1.072828,-3.944179,-9.416533
180000,1.826776,0.457293,11.013328,0.805035,-4.753339,-11.095922
184000,1.723825,0.512359,10.898406,2.545493,-7.379293,-12.744778
188000,1.563414,0.586579,10.603919,3.889004,-10.432729,-14.592106
192000,1.285686,0.591368,10.170568,4.087478,-11.959446,-15.263862
196000,0.821211,0.675165,9.770737,3.293585,-12.142653,-15.065389
200000,0.524330,0.782904,9.346964,1.705798,-11.135018,-14.347831
204000,0.407014,0.852336,9.157822,0.026409,-8.509065,-13.218060
208000,0.208296,0.787692,8.927979,-2.126262,-5.348759,-12.011953
212000,-0.122104,0.670376,8.916007,-4.874354,-2.417461,-10.286762
216000,-0.141258,0.608127,9.114726,-7.088095,-0.509064,-8.332563
220000,-0.114922,0.471658,9.306262,-9.805653,0.529104,-6.592105
224000,0.119710,0.591368,9.995792,-11.423973,1.017653,-5.905083
228000,0.395043,0.526724,10.400413,-11.271301,2.651241,-5.553937
232000,0.598550,0.316035,10.398018,-10.782751,6.086356,-5.828747
236000,0.577003,0.107739,9.928755,-11.500309,9.658875,-6.302029
240000,0.368707,0.126893,9.916783,-12.904889,10.849714,-7.218060
244000,-0.107739,0.201113,10.330980,-14.492675,8.376431,-7.263861
248000,-0.823605,0.210690,10.910378,-14.370538,1.933684,-6.469968
252000,-0.895431,0.361524,11.262324,-14.019393,-4.738071,-4.790579
256000,-0.193930,0.366313,11.662156,-12.217866,-7.928911,-3.645541
260000,0.660800,0.308852,11.540052,-9.683515,-3.745705,-4.256228
264000,0.667982,0.328006,11.173739,-8.278934,3.292463,-5.782945
268000,0.299275,0.371101,10.666168,-8.019393,7.903150,-6.760045
272000,-0.143652,0.462081,10.465055,-9.042294,8.620707,-6.729510
276000,-0.323217,0.603339,10.486604,-9.317102,4.864982,-6.592105
280000,-0.256180,0.754174,10.433931,-10.065194,1.353531,-6.225693
284000,-0.105345,0.727837,10.187328,-10.477407,-0.127385,-5.844014
288000,-0.287304,0.651223,10.081984,-11.744583,-0.005247,-4.729510
292000,-0.699107,0.627281,10.117896,-13.607179,0.620707,-3.324930
296000,-1.254562,0.555455,10.582372,-15.714049,-2.478530,-1.004319
300000,-1.074997,0.775721,11.427525,-17.011759,-6.936545,1.468963
304000,-0.399832,0.818817,12.045229,-16.141529,-8.234255,2.751406
308000,0.086191,0.780510,12.124237,-14.630080,-6.188453,2.568200
312000,0.023942,0.679953,11.932701,-12.645347,-1.486163,2.400261
316000,-0.373495,0.658405,11.683704,-12.126264,0.620707,3.316291
320000,-0.837971,0.591368,11.674128,-12.538476,-1.318224,4.262856
324000,-1.022324,0.837971,11.942278,-12.233132,-6.081583,5.621635
328000,-0.871489,0.962469,12.033257,-11.652981,-10.677003,6.949879
332000,-0.526724,1.039083,11.805809,-10.981225,-12.325858,8.186520
336000,-0.069432,1.070208,11.465832,-10.904889,-9.928912,9.102551
340000,0.265756,1.206678,11.279084,-10.950690,-6.249522,9.667436
344000,0.335188,1.316811,11.015722,-11.607179,-3.272423,9.453695
348000,0.122104,1.335965,10.843340,-13.133897,-3.455629,9.865910
352000,0.150835,1.347936,11.097125,-13.546111,-6.677003,10.522398
356000,0.574608,1.446098,11.489774,-12.859088,-8.218987,10.430795
360000,1.216254,1.498770,11.398794,-11.714049,-6.478529,9.743772
364000,1.764527,1.357512,11.149797,-11.286569,-3.180820,8.171253
368000,1.970428,1.455675,10.975020,-11.469774,-0.509064,6.217055
372000,1.584962,1.525106,10.946290,-12.385804,-0.264789,4.491864
376000,1.019930,1.699883,11.101913,-12.584277,-4.493797,3.820108
380000,0.921768,1.788469,10.998962,-12.507943,-8.661736,3.728505
384000,1.058237,1.781286,10.862494,-12.782752,-9.486164,3.728505
388000,1.381454,1.731008,10.795456,-12.981225,-6.295323,3.407894
392000,1.474828,1.690306,10.635044,-13.546111,-0.646469,2.873543
396000,1.163582,1.561020,10.828975,-14.798018,2.712310,2.232322
400000,0.713472,1.604115,11.295844,-15.881988,2.620707,2.369726
404000,0.737414,1.666364,11.999739,-15.530843,1.048188,2.751406
408000,1.077391,1.699883,12.401965,-13.607179,0.498570,2.705604
412000,1.496376,1.637634,12.516887,-11.057561,2.040554,2.064383
416000,1.584962,1.532289,12.459426,-8.828553,4.498569,1.072016
420000,1.335965,1.539472,12.423512,-6.859087,4.452768,0.369726
424000,1.347936,1.584962,12.409147,-5.256034,2.345898,-0.134090
428000,1.283292,1.613692,12.310986,-3.103362,-1.165553,-1.126457
432000,1.630451,1.472434,11.765107,-2.080461,-2.356392,-2.408900
436000,1.833959,1.505953,11.336545,-2.340003,-1.119751,-4.134090
440000,1.493982,1.549049,11.145009,-3.500308,-0.127385,-5.645541
444000,1.323994,1.438915,11.506534,-3.546110,-0.890743,-6.332563
448000,1.297657,1.795651,11.312603,-3.683514,-1.730438,-7.019587
452000,1.089362,1.527501,11.204864,-5.088095,-1.547232,-7.538671
456000,0.972046,1.479617,11.413159,-4.675881,-3.028148,-6.698976
460000,1.187524,1.711854,11.841722,-3.744583,-4.127385,-6.836380
464000,1.403002,1.580173,11.791444,-3.881988,-3.379293,-7.431800
468000,1.558625,1.355118,12.437878,-3.057560,-2.707537,-9.111190
472000,1.584962,1.407791,12.780249,-1.149163,-1.577766,-10.897449
476000,1.467646,1.309628,13.017275,2.377554,-2.173186,-11.218060
