time_us,ax,ay,az,gx,gy,gz
0,0.773327,0.002394,10.625467,3.598928,1.445134,0.323925
4000,0.826000,0.088585,10.675745,3.125646,0.147424,0.873543
8000,0.940921,0.035913,10.793061,2.789768,-0.982347,1.377360
12000,0.972046,0.071826,10.910378,2.881371,-1.837308,1.652169
16000,1.108515,0.055067,11.010934,2.591295,-3.241888,1.896444
20000,1.300052,0.100556,11.159374,2.942440,-4.234255,1.728505
24000,1.561020,0.074220,11.350910,3.430989,-4.615934,1.270490
28000,1.687912,0.129287,11.322180,4.423356,-4.066316,0.552933
32000,1.810017,0.102951,11.374852,5.751600,-2.066316,-0.653174
36000,1.862689,0.117316,11.202470,6.392821,0.437501,-1.798213
40000,1.845930,0.069432,11.173739,7.095111,2.544371,-3.034854
44000,1.678335,0.069432,10.876859,7.278317,4.208493,-4.057755
48000,1.505953,0.090980,10.764331,7.217249,4.559639,-4.668441
52000,1.403002,0.045490,10.675745,6.774501,3.811547,-5.294395
56000,1.393425,0.114922,10.582372,5.934806,3.765745,-5.584472
60000,1.230620,0.098162,10.496181,5.049310,4.651241,-5.966151
64000,1.055843,0.126893,10.599131,4.133279,5.490936,-5.981419
68000,0.873884,0.160412,10.613496,3.614195,5.445135,-5.584472
72000,0.869095,0.153229,10.805033,3.049310,5.689409,-4.943251
76000,0.986411,0.191536,10.819398,3.034043,6.742845,-4.744777
80000,0.979228,0.114922,10.831368,2.698165,7.994752,-4.683709
84000,1.017536,0.134075,10.869676,2.866104,9.246661,-4.714243
88000,1.180341,-0.004788,11.092337,3.034043,10.788646,-4.927983
92000,0.969652,0.143652,10.884041,3.140913,12.208493,-5.294395
96000,0.706290,0.201113,11.145009,2.820302,11.277195,-5.447067
100000,0.694318,0.093374,11.099519,3.369921,9.414599,-4.576838
104000,0.840365,0.071826,11.116279,3.644730,8.177958,-4.347831
108000,0.914585,0.028730,11.159374,3.934806,8.010019,-4.515770
112000,0.900220,0.007183,11.125855,4.316485,6.849715,-4.347831
116000,0.840365,0.069432,11.061212,4.560760,5.216127,-3.905083
120000,0.677559,0.052672,11.030087,4.545493,3.200860,-4.103556
124000,0.622492,0.045490,10.970232,4.285951,1.521470,-3.981419
128000,0.605733,0.000000,10.965444,4.087478,0.498570,-3.676075
132000,0.565032,0.043096,10.848128,4.347020,-0.218988,-3.477602
136000,0.445322,0.043096,10.982203,4.362287,-0.554866,-3.279129
140000,0.440533,0.146046,10.802638,4.560760,-0.860209,-2.561571
144000,0.454898,0.050278,10.747571,4.423356,-1.486163,-1.874548
148000,0.471658,0.076614,10.584765,3.889004,-2.249522,-1.477602
152000,0.497994,0.076614,10.505757,3.140913,-3.165553,-1.202793
156000,0.402226,0.141258,10.560823,2.591295,-4.127385,-0.683709
160000,0.548272,0.117316,10.503363,2.209615,-4.264789,0.232322
164000,0.636858,0.043096,10.565612,1.675264,-3.623568,0.430795
