time_us,ax,ay,az,gx,gy,gz
0,0.921768,0.794875,10.843340,1.308852,1.216127,-1.218060
4000,0.828394,0.814029,10.694899,1.095111,1.933684,-1.126457
8000,0.754174,0.833182,10.848128,0.942440,1.429867,-0.668442
12000,0.790087,0.778116,11.066000,1.079844,0.513837,-0.302029
16000,0.840365,0.847547,11.125855,1.354653,0.147424,-0.240961
20000,0.854730,0.816423,11.056423,1.308852,0.010020,-0.149358
24000,1.003170,0.814029,11.032481,1.522592,0.208493,-0.134090
28000,1.007959,0.756568,10.963050,1.858470,-0.264789,-0.286762
32000,0.893037,0.842759,11.042058,1.385188,-1.073950,-0.531037
36000,0.840365,0.715866,11.056423,1.522592,-2.295324,-0.469968
40000,0.770933,0.770933,11.118672,1.507325,-3.135018,-0.393632
44000,0.797269,0.715866,11.147403,1.782134,-3.562499,-0.057755
48000,0.744597,0.694318,11.207258,2.041676,-3.501430,0.217055
52000,0.737414,0.723049,11.224017,2.347020,-2.493797,0.217055
56000,0.859518,0.742203,11.214440,2.957707,-1.745705,0.461329
60000,0.873884,0.653617,11.118672,3.140913,-1.379293,0.278123
64000,0.909797,0.749385,11.082760,3.156180,-0.936545,0.140719
68000,0.940921,0.663194,10.927136,2.835569,-1.104484,-0.042487
72000,0.770933,0.735020,10.927136,2.972974,-1.867843,-0.164625
76000,0.770933,0.754174,10.931925,2.881371,-2.234255,-0.011953
80000,0.701501,0.723049,10.874464,2.927173,-2.600667,0.415528
84000,0.883460,0.758962,10.876859,2.591295,-2.341125,0.507131
88000,0.969652,0.763750,10.826580,2.331753,-1.470896,0.644536
92000,0.835576,0.797269,10.649409,2.102745,-1.302957,0.644536
96000,0.766145,0.782904,10.654198,1.400455,-1.852576,1.133085
100000,0.900220,0.859518,10.692505,0.835569,-2.967079,1.545299
104000,1.091756,0.821211,10.656591,0.545493,-3.089217,1.484230
108000,1.163582,0.797269,10.773908,0.163814,-2.967079,1.362093
112000,1.259350,0.766145,10.836157,0.423356,-2.814408,1.163620
116000,1.285686,0.768539,10.879252,0.423356,-2.371660,0.904078
120000,1.216254,0.735020,10.785878,0.621829,-2.127385,0.827742
124000,1.244985,0.799663,10.888829,0.652363,-1.852576,0.644536
128000,1.235408,0.802058,10.939108,1.018775,-2.051049,0.308658
132000,1.393425,0.684742,10.922348,1.247783,-1.745705,0.125452
136000,1.357512,0.703895,10.874464,1.400455,-1.272423,-0.546304
140000,1.163582,0.763750,10.967838,1.339386,-0.600667,-0.744777
144000,1.101333,0.730232,10.919954,1.751600,-0.692270,-0.408900
148000,0.972046,0.744597,10.891224,1.950073,-0.493797,-0.408900
152000,1.019930,0.744597,10.690110,1.751600,-0.249522,-0.424167
156000,0.952892,0.790087,10.795456,1.385188,-0.524331,-0.134090
160000,1.007959,0.837971,10.749966,1.064577,-1.211354,-0.042487
164000,0.976834,0.713472,10.752359,0.805035,-1.608301,0.278123
168000,1.005565,0.708684,10.848128,0.667630,-2.051049,-0.088289
172000,0.873884,0.775721,10.931925,0.621829,-2.173186,0.247589
176000,0.919373,0.826000,11.022904,0.576027,-2.661736,0.262856
180000,0.950498,0.785298,11.066000,0.927172,-2.707537,0.384994
184000,0.902614,0.699107,10.989386,1.095111,-2.341125,0.400261
188000,0.842759,0.706290,11.006145,1.415722,-1.348759,0.232322
192000,0.840365,0.691924,10.934319,1.644730,-1.654102,0.537665
196000,0.969652,0.761356,10.912771,1.522592,-1.867843,0.720871
200000,1.063026,0.730232,10.726024,1.278317,-2.203721,0.629268
204000,0.979228,0.727837,10.766725,0.713432,-2.524331,0.354459
208000,0.873884,0.773327,10.860099,0.240150,-3.852576,0.598734
212000,0.998382,0.713472,10.939108,0.270684,-5.226621,0.430795
216000,1.106121,0.730232,10.984597,0.514959,-5.715171,0.491864
220000,1.187524,0.706290,11.001357,0.637096,-4.982347,0.186520
224000,1.199495,0.672771,10.929531,0.652363,-3.760972,-0.225693
228000,1.096544,0.720655,10.860099,0.927172,-3.425095,-0.485235
232000,1.036689,0.735020,10.862494,0.759233,-3.608301,-0.454701
236000,1.051055,0.675165,10.872070,0.377554,-3.883110,-0.592106
240000,1.122881,0.691924,10.817003,0.194348,-4.005247,-0.714243
244000,1.096544,0.660800,10.783484,-0.248400,-4.585400,-0.805846
248000,1.120486,0.605733,10.867282,-0.355270,-4.707537,-0.698976
252000,1.091756,0.610521,10.896012,-0.431606,-4.463263,-0.805846
256000,1.012747,0.629675,10.879252,-0.767484,-4.661736,-0.821113
