time_us,ax,ay,az,gx,gy,gz
0,0.000000,1.077391,10.398018,11.217249,-1.379293,1.377360
4000,-0.100556,0.349553,10.381259,7.950073,-1.776240,0.552933
8000,-0.519542,0.179565,11.022904,8.209616,-1.608301,3.041482
12000,-0.088585,0.735020,10.450690,7.446257,-3.379293,3.667437
16000,-0.081403,0.550666,10.268731,6.392821,-0.692270,4.018581
20000,-0.138864,0.588974,10.508151,4.881371,3.231394,4.919345
24000,-0.318429,0.634463,10.967838,3.598928,1.277195,5.331559
28000,-0.323217,0.754174,11.147403,3.385188,-2.096850,5.957513
32000,-0.311246,0.861913,10.965444,2.682898,-4.218988,6.201787
36000,-0.270545,0.770933,10.951078,2.499691,-3.730438,7.178887
40000,-0.184354,0.730232,10.979809,2.499691,-2.936545,7.926979
44000,-0.117316,0.775721,11.082760,2.805035,-1.531965,8.537665
48000,-0.100556,0.814029,11.113884,3.446256,0.101623,8.659802
52000,-0.138864,0.723049,11.089942,4.133279,2.635974,8.476596
56000,-0.318429,0.742203,11.283873,5.064577,5.872615,8.965146
60000,-0.296881,0.751779,11.571177,6.621829,9.200859,9.530031
64000,-0.198719,0.732626,11.805809,9.217249,12.803913,10.079650
68000,-0.126893,0.574608,12.222400,11.919538,16.361164,10.659802
72000,-0.251391,0.615310,12.440272,15.003509,19.170324,11.041482
76000,-0.502782,0.603339,12.440272,17.430990,20.345898,11.591100
80000,-0.718261,0.605733,12.480973,18.942440,20.300097,12.675070
84000,-0.785298,0.600945,12.318168,20.072212,18.315363,14.155986
88000,-0.665588,0.641646,12.330139,20.377556,16.162691,14.766672
92000,-0.545878,0.802058,12.186486,20.041677,13.536737,15.194154
96000,-0.488417,0.909797,12.090718,19.675264,10.254294,15.560565
100000,-0.641646,0.859518,11.920731,18.866104,6.269562,15.865909
104000,-0.699107,0.802058,11.748347,18.316486,0.147424,16.736139
108000,-0.505177,0.773327,11.403583,17.782135,-5.501431,18.003315
112000,-0.251391,0.840365,10.761936,15.721066,-10.127385,18.140718
116000,-0.059855,0.960075,10.199299,13.171447,-12.783874,17.468964
120000,0.043096,0.955287,9.744401,9.171448,-14.310591,16.644537
124000,0.083797,0.933739,9.533711,4.377554,-14.539598,15.804841
128000,0.112527,0.940921,9.641450,0.087478,-14.997614,15.575833
