time_us,ax,ay,az,gx,gy,gz
0,0.177171,0.272939,11.027693,0.820302,-3.470896,-0.836380
4000,0.304064,0.251391,10.970232,0.911905,-3.089217,-1.279129
8000,0.287304,0.306458,11.061212,1.034043,-2.829675,-1.691342
12000,0.193930,0.299275,11.104307,1.110379,-2.707537,-2.149358
16000,0.083797,0.330400,11.149797,1.369921,-3.226621,-2.439434
20000,-0.105345,0.304064,11.030087,1.873737,-3.211354,-1.966151
24000,-0.038307,0.378284,10.862494,2.576027,-2.509064,-1.080655
28000,0.090980,0.421380,10.687716,2.850837,-1.302957,-0.836380
32000,0.193930,0.363919,10.692505,2.102745,-0.203721,-0.790579
36000,0.119710,0.378284,10.647015,1.614195,0.055821,-1.034854
40000,-0.002394,0.457293,10.690110,0.606562,-0.722805,-1.279129
44000,0.007183,0.481235,10.749966,0.087478,-1.348759,-1.431800
48000,-0.057461,0.457293,10.745177,0.026409,-1.425095,-1.462335
52000,-0.079009,0.378284,10.819398,0.087478,-1.333492,-1.156991
56000,-0.026336,0.392649,10.809821,0.240150,-1.257156,-1.187526
60000,-0.079009,0.409408,10.922348,0.835569,-0.982347,-0.637907
64000,-0.098162,0.459687,10.790668,0.713432,-0.661736,-0.363098
68000,-0.052672,0.383072,10.778696,0.866104,-0.386927,-0.347831
72000,0.000000,0.442927,10.788273,0.698165,0.162692,-0.134090
76000,0.114922,0.366313,10.836157,0.988241,-0.188453,-0.042487
80000,0.112527,0.416591,10.838552,0.896638,-0.371659,0.033849
84000,0.150835,0.450110,10.742783,0.652363,-0.692270,-0.103556
88000,0.213084,0.440533,10.706870,0.255417,-0.906011,-0.286762
92000,0.232238,0.514753,10.687716,0.270684,-1.470896,-0.683709
96000,0.213084,0.526724,10.532093,-0.019392,-1.684637,-1.263861
100000,0.112527,0.603339,10.330980,-0.874354,-1.531965,-1.905083
104000,0.023942,0.502782,10.395624,-1.408705,-1.043415,-1.676075
108000,0.019154,0.641646,10.469844,-2.263667,-0.677003,-1.447067
