time_us,ax,ay,az,gx,gy,gz
0,-0.332794,0.545878,10.948685,1.675264,8.773378,-0.042487
4000,-0.457293,0.521936,10.912771,1.995875,9.200859,-0.164625
8000,-0.459687,0.497994,11.073183,2.377554,7.109257,-0.103556
12000,-0.464475,0.454898,11.034876,2.652363,4.239028,-0.164625
16000,-0.335188,0.490811,10.797850,2.576027,2.284829,-0.637907
20000,-0.155623,0.488417,10.867282,2.209615,1.384066,-1.263861
24000,-0.260968,0.462081,10.809821,1.629462,1.032921,-1.721877
28000,-0.311246,0.373495,10.939108,1.400455,0.941318,-2.271495
32000,-0.354342,0.397437,10.903194,1.446256,1.322997,-2.225693
36000,-0.519542,0.459687,10.891224,1.415722,1.200860,-2.134090
40000,-0.634463,0.462081,10.864887,1.324119,1.109257,-1.615006
44000,-0.646434,0.505177,10.884041,1.018775,0.971852,-1.248594
48000,-0.713472,0.414197,11.020511,1.049310,0.574905,-1.218060
52000,-0.756568,0.361524,11.173739,1.232516,-0.341125,-0.729510
56000,-0.890643,0.390255,11.348516,1.675264,-1.715171,-0.393632
60000,-0.849942,0.414197,11.441890,2.759233,-3.012881,0.446062
64000,-0.797269,0.363919,11.329363,3.766867,-3.715171,0.904078
68000,-0.742203,0.411803,11.233594,4.820302,-4.753339,1.636902
72000,-0.557849,0.337582,11.250354,5.308852,-5.577766,1.881177
76000,-0.428562,0.316035,11.152191,5.873737,-5.867843,2.049116
80000,-0.385466,0.304064,11.051635,5.782134,-6.386927,1.652169
84000,-0.332794,0.344765,11.022904,5.614195,-7.302957,1.407894
88000,-0.294487,0.368707,11.001357,5.858470,-8.142652,1.178887
92000,-0.304064,0.423774,10.783484,5.232516,-8.554866,0.919345
96000,-0.251391,0.428562,10.790668,4.850837,-7.944179,0.888810
100000,-0.277727,0.426168,10.670957,4.667631,-7.409827,0.720871
104000,-0.344765,0.438139,10.644621,4.514959,-6.295323,0.629268
108000,-0.385466,0.462081,10.579977,3.751600,-4.982347,0.705604
112000,-0.409408,0.433351,10.644621,3.217249,-4.035782,1.072016
116000,-0.407014,0.452504,10.608707,3.018775,-3.562499,1.255223
120000,-0.342371,0.476446,10.704475,2.728699,-3.043415,1.728505
124000,-0.402226,0.435745,10.620679,2.591295,-2.371660,1.789574
128000,-0.251391,0.459687,10.697293,2.545493,-1.944179,1.774307
132000,-0.205901,0.457293,10.690110,2.621829,-0.753339,1.713238
136000,-0.162806,0.462081,10.673351,2.377554,-0.066316,1.285757
140000,-0.129287,0.464475,10.706870,2.514959,0.330631,1.178887
144000,-0.158017,0.428562,10.656591,2.484425,0.605440,0.522398
148000,-0.177171,0.438139,10.807426,2.499691,0.452768,0.003314
152000,-0.287304,0.447716,10.783484,2.545493,0.025287,-0.286762
156000,-0.474052,0.478840,10.642226,2.255417,-0.585400,-0.347831
160000,-0.588974,0.553061,10.726024,1.889004,-2.615934,0.033849
164000,-0.634463,0.495600,10.759542,1.690531,-3.150285,0.629268
168000,-0.581791,0.560243,10.740389,1.537859,-3.867843,0.904078
172000,-0.392649,0.526724,10.836157,1.690531,-2.768606,1.209421
176000,-0.361524,0.533907,10.805033,1.568394,-0.738072,1.056749
180000,-0.459687,0.622492,10.833763,1.934806,0.651241,1.545299
184000,-0.574608,0.562637,11.130644,2.118012,-0.890743,2.079650
188000,-0.689530,0.562637,11.312603,2.911905,-3.730438,2.400261
192000,-0.517148,0.483629,11.154586,3.064577,-6.829675,2.751406
196000,-0.275333,0.430956,11.073183,2.927173,-7.867843,2.491864
200000,-0.256180,0.521936,11.125855,2.728699,-8.341125,2.446062
204000,-0.287304,0.531513,11.176133,2.652363,-9.318225,2.430795
208000,-0.287304,0.574608,11.180922,2.988241,-10.081584,2.339192
212000,-0.225055,0.565032,11.331757,3.766867,-10.570133,2.186520
216000,-0.282516,0.577003,11.257536,4.255417,-10.615934,2.217055
220000,-0.301669,0.548272,11.171345,4.377554,-9.989981,2.110184
224000,-0.418985,0.610521,11.106702,4.728699,-9.654102,2.522398
228000,-0.402226,0.658405,11.109096,4.942440,-9.944179,2.827742
232000,-0.457293,0.572214,11.080365,4.911905,-10.493797,2.705604
236000,-0.438139,0.667982,11.085154,5.308852,-11.348759,3.148352
240000,-0.440533,0.641646,11.008539,5.201982,-11.791507,3.133085
244000,-0.270545,0.727837,10.876859,5.034043,-12.035782,3.133085
248000,-0.169988,0.749385,10.754754,4.423356,-11.241889,2.965146
252000,-0.205901,0.794875,10.702082,3.721066,-9.898377,2.843009
256000,-0.251391,0.782904,10.809821,3.201982,-9.180820,2.430795
260000,-0.296881,0.842759,11.039664,3.018775,-9.211354,2.110184
264000,-0.402226,0.852336,10.994174,3.324119,-9.745706,2.094917
268000,-0.402226,0.916979,10.941502,3.247783,-9.608301,2.461329
272000,-0.356736,0.914585,10.884041,3.278317,-8.951813,2.446062
276000,-0.275333,0.974440,10.888829,3.385188,-7.501431,2.552932
280000,-0.263362,1.005565,10.831368,3.415722,-6.371659,2.262856
284000,-0.404620,1.058237,10.917560,3.339386,-6.585400,2.140719
288000,-0.521936,1.084573,10.910378,3.430989,-8.157919,2.491864
292000,-0.565032,1.168370,10.781090,3.201982,-9.058682,2.583467
296000,-0.521936,1.103727,10.630256,3.079844,-9.241889,2.766673
300000,-0.474052,1.199495,10.493786,2.087478,-8.600668,3.056749
304000,-0.603339,1.252167,10.503363,1.324119,-7.547232,3.530032
308000,-0.622492,1.410185,10.601525,0.484424,-7.119751,4.155986
312000,-0.538695,1.426944,10.632649,-0.340003,-7.302957,5.056749
316000,-0.418985,1.486799,10.644621,-0.752217,-7.333491,5.377360
320000,-0.217872,1.498770,10.840945,-0.935423,-6.493797,5.453696
324000,-0.112527,1.484405,10.989386,-0.889621,-5.455629,4.659803
328000,-0.064643,1.534683,11.070788,-0.553744,-4.127385,4.400261
332000,-0.047884,1.561020,11.027693,-0.324736,-2.188453,3.835375
336000,-0.117316,1.642422,11.149797,0.423356,-0.646469,2.995681
340000,-0.193930,1.702277,11.276690,1.140913,0.635974,3.102551
344000,-0.237026,1.817199,11.243171,1.751600,2.010020,2.919345
348000,-0.193930,1.845930,11.262324,2.163814,3.048188,2.690337
352000,-0.426168,1.836353,11.252748,2.316485,3.643608,2.522398
356000,-0.876278,1.862689,11.484985,2.118012,1.933684,2.934612
360000,-1.118092,1.826776,11.487380,1.889004,-1.348759,4.171253
364000,-1.022324,1.881842,11.461043,2.087478,-4.509064,5.621635
368000,-0.756568,1.968034,11.420342,2.224883,-5.822041,6.568200
372000,-0.639252,1.994370,11.511322,2.743967,-5.425095,6.888811
376000,-0.450110,2.114080,11.537658,3.965340,-4.051049,7.530032
380000,-0.442927,2.157176,11.506534,5.171447,-2.325858,7.591100
384000,-0.375890,2.293645,11.350910,6.545493,0.223760,7.804841
388000,-0.354342,2.291251,11.250354,7.507325,2.116890,7.835375
392000,-0.363919,2.341529,11.058818,8.285952,3.032921,8.293390
396000,-0.282516,2.422932,10.840945,8.072210,3.307730,8.247588
400000,-0.320823,2.525883,10.836157,8.026409,2.437501,7.865910
404000,-0.232238,2.573767,10.771513,7.614195,0.544371,7.850643
