time_us,ax,ay,az,gx,gy,gz
0,-1.154005,-0.016759,10.812215,2.469157,-1.562499,-1.202793
4000,-1.139640,-0.014365,10.852917,2.087478,-2.936545,-0.225693
8000,-0.871489,-0.086191,10.783484,1.446256,-4.173186,0.384994
12000,-0.713472,-0.021548,10.785878,1.079844,-4.875476,0.186520
16000,-0.622492,-0.105345,10.824186,0.484424,-4.875476,0.049116
20000,-0.533907,-0.129287,10.802638,0.194348,-3.959446,-0.317297
24000,-0.505177,-0.129287,10.783484,0.316485,-3.012881,-0.668442
28000,-0.577003,-0.138864,10.953473,0.682898,-1.730438,-1.126457
32000,-0.450110,-0.134075,10.955867,1.003508,-1.012881,-1.385999
36000,-0.538695,-0.112527,10.991780,1.507325,-0.371659,-1.416533
40000,-0.543484,-0.153229,10.948685,1.965340,-0.112117,-1.553938
44000,-0.519542,-0.169988,10.943896,2.179081,0.330631,-1.172258
48000,-0.517148,-0.205901,10.817003,2.026409,0.620707,-0.622640
52000,-0.459687,-0.198719,10.783484,1.721066,0.956585,0.018581
56000,-0.476446,-0.186748,10.862494,1.721066,0.620707,0.278123
60000,-0.430956,-0.318429,10.749966,1.415722,0.193226,0.690337
64000,-0.359130,-0.294487,10.802638,1.140913,-0.096850,0.430795
68000,-0.354342,-0.232238,10.797850,0.637096,-0.875476,0.033849
72000,-0.299275,-0.239420,10.893618,0.301218,-1.379293,-0.561571
76000,-0.356736,-0.244209,10.898406,-0.034660,-1.516698,-1.126457
80000,-0.433351,-0.277727,11.070788,0.041676,-1.348759,-1.569205
84000,-0.632069,-0.248997,11.118672,0.438623,-1.470896,-1.950884
88000,-0.787692,-0.186748,11.207258,1.171447,-2.157919,-1.889816
92000,-0.893037,-0.081403,11.168951,1.827936,-2.814408,-1.538671
96000,-1.007959,-0.119710,11.039664,2.423356,-3.501430,-0.790579
100000,-0.976834,-0.208296,10.984597,2.728699,-3.715171,-0.027220
104000,-0.912191,-0.234632,10.934319,3.018775,-3.837308,0.873543
108000,-0.885855,-0.189142,10.793061,2.896638,-3.547232,1.285757
112000,-0.715866,-0.150835,10.790668,2.850837,-3.104484,1.667436
116000,-0.617704,-0.165200,10.673351,2.316485,-2.264789,1.667436
120000,-0.531513,-0.220267,10.620679,1.950073,-1.272423,1.316291
124000,-0.469264,-0.208296,10.680533,1.522592,-0.295324,1.239955
128000,-0.469264,-0.263362,10.726024,0.972974,0.559638,0.919345
132000,-0.500388,-0.313640,10.828975,0.285951,0.910783,0.614001
136000,-0.354342,-0.296881,10.934319,0.255417,1.582539,0.201787
140000,-0.416591,-0.258574,11.077971,0.224882,1.765745,0.140719
144000,-0.428562,-0.169988,11.070788,0.484424,2.422234,0.003314
148000,-0.469264,-0.220267,11.180922,0.850837,2.406966,-0.225693
152000,-0.531513,-0.184354,11.192893,1.522592,2.147424,-0.378365
156000,-0.562637,-0.184354,11.166556,1.644730,1.460402,-0.332564
160000,-0.708684,-0.193930,11.173739,1.889004,0.880249,-0.210426
164000,-0.711078,-0.162806,11.075577,1.980608,0.590173,-0.317297
168000,-0.916979,-0.134075,11.092337,1.843203,-0.203721,0.003314
172000,-0.976834,-0.129287,11.066000,1.995875,-1.486163,0.293391
176000,-0.873884,-0.148441,11.082760,1.690531,-2.142652,0.980413
180000,-0.869095,-0.112527,11.166556,1.827936,-2.524331,1.453696
184000,-0.792481,-0.131681,11.156980,2.133279,-1.715171,1.530032
188000,-0.826000,-0.047884,11.166556,1.950073,-0.906011,1.896444
192000,-0.830788,-0.174777,11.240777,2.652363,-0.280056,2.415528
196000,-0.833182,-0.112527,11.142614,3.156180,0.284829,2.720871
200000,-0.689530,-0.124498,11.159374,4.087478,0.834447,3.102551
204000,-0.600945,-0.169988,11.109096,4.408089,1.109257,3.194154
208000,-0.610521,-0.119710,11.008539,4.530226,1.048188,3.163620
