time_us,ax,ay,az,gx,gy,gz
0,0.258574,0.299275,10.939108,2.362287,-1.883110,-1.645541
4000,0.232238,0.239420,10.924743,1.995875,-1.180820,-1.844014
8000,0.143652,0.354342,10.977415,1.995875,-1.119751,-1.859281
12000,-0.040701,0.402226,10.991780,2.438623,-0.768606,-1.553938
16000,-0.016759,0.373495,11.015722,3.095111,-0.722805,-1.156991
20000,0.059855,0.342371,10.826580,3.736333,-0.325858,-1.218060
24000,0.028730,0.366313,10.733206,3.507325,0.406966,-1.202793
28000,-0.014365,0.476446,10.637438,2.606562,0.040554,-1.294396
32000,-0.021548,0.548272,10.759542,1.919539,-1.119751,-1.401266
36000,0.033519,0.462081,10.737994,1.217249,-1.287690,-1.019587
40000,-0.004788,0.447716,10.783484,1.034043,-0.692270,-1.111190
44000,0.000000,0.433351,10.855310,1.186714,0.574905,-1.004319
48000,-0.069432,0.490811,10.951078,1.797401,1.628341,-0.760045
52000,-0.047884,0.500388,10.975020,2.362287,1.597806,-0.805846
56000,-0.081403,0.569820,10.845734,2.423356,0.895516,-0.836380
60000,-0.131681,0.514753,10.687716,2.102745,-0.035782,-0.866915
64000,-0.174777,0.598550,10.668563,1.247783,-0.921278,-0.943251
68000,-0.158017,0.569820,10.790668,0.545493,-1.684637,-0.943251
72000,-0.177171,0.581791,10.912771,0.163814,-2.218988,-0.882182
76000,-0.189142,0.526724,10.975020,0.377554,-1.730438,-0.500503
80000,-0.172383,0.553061,10.927136,0.850837,-0.005247,0.049116
84000,-0.215478,0.514753,10.922348,1.110379,2.010020,0.598734
88000,-0.198719,0.490811,10.979809,1.263050,3.887883,0.965146
92000,-0.155623,0.519542,11.066000,1.339386,4.697043,1.514765
96000,-0.248997,0.588974,11.106702,1.766867,4.422234,1.499497
100000,-0.368707,0.536301,11.326968,1.904272,2.712310,2.110184
104000,-0.213084,0.452504,11.300632,2.270684,1.490936,2.583467
108000,-0.026336,0.478840,11.156980,2.881371,1.857348,2.476597
112000,0.102951,0.447716,11.101913,3.583661,3.567272,2.614001
116000,-0.009577,0.483629,11.049241,4.301219,4.315363,2.415528
120000,0.028730,0.519542,10.965444,4.713432,4.620707,2.659803
124000,0.038307,0.550666,10.805033,4.453890,5.032921,2.629268
128000,0.055067,0.548272,10.694899,3.705798,4.742845,2.491864
132000,0.141258,0.588974,10.647015,2.682898,4.666509,2.262856
136000,0.126893,0.565032,10.663774,1.736333,4.239028,2.033848
140000,-0.038307,0.550666,10.840945,0.957707,2.559638,1.957513
144000,0.031125,0.500388,10.919954,0.545493,0.330631,1.896444
148000,0.086191,0.457293,10.869676,0.179081,-1.913644,1.621635
152000,0.189142,0.462081,10.919954,-0.385804,-2.799140,1.010948
156000,0.141258,0.471658,10.951078,-0.492675,-2.738072,0.598734
160000,0.086191,0.469264,10.927136,-0.340003,-2.524331,0.522398
164000,-0.016759,0.464475,10.826580,-0.416339,-1.989980,0.919345
168000,0.086191,0.555455,10.936713,-0.141530,-0.646469,1.316291
172000,0.146046,0.445322,10.991780,0.179081,0.926050,1.484230
176000,0.172383,0.414197,10.965444,0.591295,1.781012,1.530032
180000,0.105345,0.414197,11.152191,0.637096,1.689409,1.652169
184000,0.090980,0.440533,11.307815,1.049310,-0.447995,1.438429
188000,0.146046,0.447716,11.188105,1.492058,-2.447995,0.995681
192000,0.239420,0.459687,10.996569,1.919539,-4.218988,0.781940
196000,0.411803,0.452504,10.864887,2.209615,-4.127385,0.232322
200000,0.464475,0.447716,10.733206,1.873737,-2.325858,-0.210426
204000,0.430956,0.483629,10.728417,1.995875,-0.386927,-0.714243
208000,0.258574,0.574608,10.836157,1.889004,0.605440,-1.279129
212000,0.014365,0.586579,10.807426,1.904272,-0.066316,-1.279129
216000,-0.067038,0.502782,10.860099,1.522592,-1.654102,-0.698976
220000,-0.038307,0.521936,10.769119,0.774501,-2.890743,-0.760045
224000,-0.093374,0.478840,10.797850,0.545493,-3.470896,-0.592106
228000,-0.088585,0.545878,10.888829,0.545493,-4.738071,-0.592106
232000,-0.040701,0.531513,10.972627,1.140913,-5.028148,-0.302029
236000,0.090980,0.545878,10.850522,1.293585,-3.959446,-0.302029
240000,0.107739,0.507571,10.802638,1.644730,-2.463263,-0.622640
244000,-0.031125,0.548272,10.814610,1.598928,-1.379293,-0.729510
248000,-0.160412,0.543484,10.749966,1.736333,-0.997614,-0.500503
252000,-0.270545,0.605733,10.714052,1.522592,-0.738072,-0.042487
256000,-0.287304,0.548272,10.637438,1.034043,-0.463263,0.400261
260000,-0.138864,0.526724,10.632649,0.560760,-0.386927,0.675070
264000,-0.057461,0.596156,10.706870,-0.202598,-1.012881,0.797207
268000,-0.083797,0.617704,10.704475,-0.385804,-1.760972,0.736139
272000,-0.050278,0.598550,10.726024,-0.660614,-2.646469,0.568200
276000,-0.088585,0.658405,10.735600,-1.027026,-3.440362,0.369726
280000,-0.081403,0.598550,10.723629,-1.271301,-3.837308,0.201787
284000,-0.114922,0.636858,10.778696,-1.408705,-3.715171,0.064383
288000,-0.146046,0.591368,10.881647,-1.256034,-3.867843,0.415528
292000,-0.079009,0.627281,10.910378,-0.965957,-3.104484,0.598734
296000,-0.079009,0.711078,10.927136,-0.706415,-2.127385,0.904078
300000,-0.136469,0.574608,10.907983,-0.630080,-0.906011,0.995681
304000,-0.131681,0.588974,11.051635,-0.019392,-1.104484,1.499497
308000,-0.117316,0.567426,11.051635,-0.202598,-0.753339,1.850642
312000,-0.100556,0.629675,11.207258,0.118012,-0.707537,1.713238
316000,-0.045490,0.596156,11.121067,0.805035,-0.860209,1.835375
320000,-0.090980,0.658405,11.152191,1.247783,-0.906011,2.278123
324000,0.055067,0.584185,11.039664,1.659997,-0.325858,2.308658
328000,0.124498,0.610521,11.066000,2.194348,0.208493,2.201787
332000,0.043096,0.548272,11.020511,2.438623,-0.173186,1.759039
336000,0.009577,0.567426,11.003751,2.423356,-0.982347,1.835375
340000,-0.052672,0.565032,10.896012,1.690531,-2.432728,1.789574
344000,0.035913,0.533907,10.991780,0.896638,-3.638835,1.697971
348000,0.093374,0.557849,11.195287,0.759233,-4.463263,1.530032
352000,0.033519,0.509965,11.355699,1.125646,-5.959445,1.682703
356000,-0.004788,0.548272,11.492168,2.270684,-7.562499,1.346826
360000,0.021548,0.565032,11.358093,3.171447,-8.402194,1.285757
364000,0.028730,0.644040,11.142614,3.797401,-8.463263,1.407894
368000,-0.095768,0.620098,11.006145,4.148547,-8.493797,1.606368
372000,0.002394,0.691924,10.907983,4.194348,-9.012881,1.682703
