time_us,ax,ay,az,gx,gy,gz
0,-0.519542,-0.002394,10.651803,-0.798018,-3.883110,0.644536
4000,-0.596156,0.002394,10.666168,-1.546110,-4.906011,0.415528
8000,-0.586579,0.026336,10.752359,-1.759850,-5.531965,0.308658
12000,-0.641646,-0.112527,10.749966,-1.866720,-5.852575,0.293391
16000,-0.598550,-0.067038,10.797850,-1.836186,-5.455629,0.644536
20000,-0.555455,-0.083797,10.817003,-1.698782,-4.127385,0.812474
24000,-0.469264,-0.023942,10.776301,-1.301835,-2.554866,0.766673
28000,-0.414197,-0.069432,10.802638,-0.859087,-0.356392,0.720871
32000,-0.404620,-0.014365,10.900801,-1.057560,1.506203,0.659803
36000,-0.445322,-0.062249,10.898406,-0.950690,2.926050,0.598734
40000,-0.577003,-0.064643,10.929531,-0.859087,3.277195,0.339192
44000,-0.596156,-0.071826,11.034876,-0.920156,3.322997,0.201787
48000,-0.723049,-0.035913,10.975020,-0.431606,2.834447,-0.042487
52000,-0.792481,-0.007183,11.025299,-0.645346,2.223760,0.323925
56000,-0.912191,0.004788,11.030087,-0.233133,2.361165,0.781940
60000,-0.821211,-0.102951,10.963050,0.087478,2.926050,1.484230
64000,-0.926556,-0.098162,10.917560,0.316485,3.918417,2.171253
68000,-0.952892,-0.081403,11.044453,0.453890,3.658875,2.934612
72000,-0.960075,-0.090980,11.003751,0.362287,2.055821,3.621635
76000,-0.842759,-0.141258,11.121067,-0.080461,0.819180,3.820108
80000,-0.746991,-0.102951,11.085154,-0.477408,0.162692,3.713238
84000,-0.778116,-0.129287,11.085154,-0.538476,0.116890,3.285757
88000,-0.732626,-0.193930,11.135432,-0.370538,0.269562,3.407894
92000,-0.703895,-0.210690,11.238382,-0.156797,0.803913,3.377360
96000,-0.814029,-0.146046,11.303026,0.392821,1.582539,3.697971
100000,-0.842759,-0.136469,11.358093,1.186714,0.712310,3.957513
104000,-0.861913,-0.119710,11.370064,1.736333,-0.783873,3.972780
108000,-0.711078,-0.098162,11.355699,2.499691,-1.623568,4.064383
112000,-0.723049,-0.107739,11.173739,2.743967,-1.699904,3.835375
116000,-0.682347,-0.071826,10.996569,2.972974,-1.745705,3.377360
120000,-0.703895,0.016759,10.826580,2.743967,-1.150285,2.965146
124000,-0.703895,-0.026336,10.819398,2.438623,-0.478530,3.056749
128000,-0.687136,-0.052672,10.711658,1.889004,0.025287,3.010948
132000,-0.701501,0.028730,10.709264,1.461524,0.254295,2.934612
136000,-0.581791,-0.009577,10.687716,0.850837,0.086356,2.705604
140000,-0.663194,0.019154,10.637438,-0.095728,0.055821,2.217055
144000,-0.744597,-0.009577,10.807426,-0.889621,-0.310591,1.743772
148000,-0.876278,0.045490,10.855310,-0.904888,-1.577766,1.667436
152000,-1.022324,0.014365,10.888829,-1.408705,-3.394560,2.125452
156000,-1.027112,0.019154,10.967838,-1.469774,-4.432728,2.400261
160000,-0.991199,-0.052672,10.929531,-1.317102,-5.333491,2.415528
164000,-0.845153,0.016759,10.948685,-0.965957,-4.997613,2.476597
168000,-0.900220,-0.105345,10.943896,-0.660614,-4.310591,2.644536
172000,-0.948104,0.011971,10.884041,-0.446873,-3.364026,2.888810
176000,-0.984017,-0.021548,10.848128,-0.309469,-3.135018,3.239955
180000,-1.017536,-0.043096,10.919954,-0.645346,-2.707537,3.942245
184000,-1.015141,-0.031125,10.943896,-0.614812,-2.509064,4.568200
188000,-1.000776,0.028730,11.013328,-0.340003,-2.157919,4.949879
192000,-0.837971,-0.011971,11.015722,-0.019392,-1.806774,5.377360
196000,-0.792481,-0.016759,10.996569,0.637096,-1.257156,5.377360
200000,-0.751779,-0.110133,11.022904,1.247783,-0.020514,5.560566
204000,-0.794875,0.002394,10.893618,1.171447,1.322997,5.652169
208000,-0.761356,0.026336,10.994174,1.263050,1.368798,5.667437
212000,-0.758962,0.028730,11.037270,1.186714,0.162692,5.362093
216000,-0.778116,0.023942,10.907983,1.018775,-0.646469,5.484231
220000,-0.794875,0.031125,10.963050,0.743966,-1.089217,5.255223
224000,-0.936133,0.088585,10.898406,0.484424,-2.280056,5.804841
228000,-0.952892,0.064643,10.984597,0.514959,-3.455629,6.583467
232000,-0.900220,0.129287,11.037270,0.591295,-4.478529,7.392627
236000,-0.849942,0.062249,11.089942,0.805035,-4.692270,7.316291
240000,-0.737414,0.069432,10.922348,1.430989,-4.310591,7.682703
244000,-0.730232,-0.028730,10.903194,1.568394,-3.486163,7.759039
248000,-0.696713,0.031125,10.869676,2.026409,-2.921278,7.835375
252000,-0.751779,-0.023942,10.771513,2.056943,-2.509064,7.346826
256000,-0.847547,-0.019154,10.673351,1.766867,-2.585400,7.453696
260000,-0.914585,0.035913,10.788273,1.659997,-3.516698,7.560566
264000,-0.854730,0.035913,10.795456,1.476791,-4.722805,7.728505
268000,-0.893037,-0.040701,11.044453,2.408089,-4.921278,8.308658
272000,-0.596156,0.090980,10.769119,3.430989,-5.577766,8.675070
276000,-0.438139,-0.057461,10.575189,2.621829,-4.264789,8.217054
280000,-0.440533,0.110133,10.699687,1.950073,-1.715171,7.530032
284000,-0.533907,0.136469,10.658986,1.415722,-1.883110,6.690337
288000,-0.761356,0.150835,10.790668,0.530226,-3.531965,6.354459
292000,-0.782904,0.069432,10.833763,0.606562,-4.829675,5.850643
296000,-0.670376,0.119710,10.884041,1.018775,-4.463263,5.545299
300000,-0.677559,0.102951,10.826580,1.201982,-3.425095,5.438429
304000,-0.730232,0.150835,10.931925,1.156180,-2.127385,5.423162
308000,-0.847547,0.169988,10.941502,1.629462,-1.501431,5.468963
312000,-1.053449,0.148441,11.006145,2.072211,-1.730438,5.774307
316000,-1.144428,0.124498,11.202470,2.850837,-3.638835,6.217055
320000,-1.137246,0.296881,11.123461,3.034043,-5.318224,7.270490
324000,-0.847547,0.332794,10.919954,2.911905,-5.119751,6.781940
328000,-0.802058,0.450110,10.931925,2.713432,-3.394560,5.957513
332000,-1.070208,0.476446,11.173739,2.942440,-2.906011,5.499497
336000,-1.374272,0.452504,11.247959,3.995875,-4.722805,5.178887
340000,-1.608904,0.524330,11.298238,4.927173,-7.867843,5.484231
344000,-1.766921,0.706290,11.224017,5.705799,-9.928912,5.362093
348000,-1.975216,0.869095,11.137826,6.560760,-12.264790,5.606368
352000,-2.171541,0.945710,10.998962,6.545493,-13.119752,5.606368
356000,-2.511518,1.022324,10.876859,6.270684,-13.745706,6.217055
360000,-2.729390,1.113304,10.888829,6.652363,-13.699904,7.621635
364000,-2.877831,1.209072,10.869676,6.728699,-13.333492,9.301023
368000,-2.724602,1.237802,10.903194,7.156180,-11.699904,11.392627
372000,-2.612074,1.297657,10.948685,7.354653,-9.455629,13.362092
376000,-2.427721,1.357512,10.869676,7.507325,-6.799140,15.148352
380000,-2.276886,1.429338,10.965444,7.736333,-4.692270,16.888811
384000,-2.157176,1.565808,11.039664,7.873737,-4.081583,18.232323
388000,-1.991976,1.546654,11.003751,7.782134,-4.447995,19.484230
392000,-1.719037,1.491588,11.058818,7.965341,-5.287690,20.430796
396000,-1.517924,1.424550,11.173739,7.522593,-6.906011,20.965147
400000,-1.350330,1.393425,11.238382,7.400455,-8.371659,21.041483
404000,-1.240196,1.431733,11.365275,6.911905,-10.112118,21.484230
408000,-1.084573,1.441309,11.506534,6.759233,-12.325858,21.560566
412000,-0.912191,1.383849,11.690886,7.308852,-15.272423,21.621635
416000,-0.919373,1.359907,11.712435,8.011142,-18.799141,21.789574
420000,-0.794875,1.460463,11.623849,8.026409,-21.883110,22.186522
424000,-0.660800,1.460463,11.489774,8.102745,-23.455629,22.781940
428000,-0.363919,1.386243,11.671733,8.209616,-23.791508,23.163620
432000,0.057461,1.345541,11.662156,9.293585,-22.936544,23.270491
436000,0.354342,1.379060,11.654974,10.576028,-20.127384,22.461330
440000,0.550666,1.498770,11.513716,12.102745,-15.852576,21.072018
444000,0.339977,1.549049,11.365275,13.278317,-11.119752,19.759041
448000,0.093374,1.613692,11.324574,14.423355,-6.402194,19.010948
452000,-0.126893,1.642422,11.221623,15.369921,-2.585400,19.102551
456000,-0.301669,1.776498,11.022904,16.774502,0.727577,19.591101
460000,-0.296881,1.764527,11.061212,17.766867,2.116890,20.476597
464000,-0.251391,1.908179,11.109096,18.866104,3.170325,20.629269
468000,-0.251391,2.073379,10.884041,19.675264,3.490936,20.598734
472000,-0.414197,2.126051,10.565612,20.056944,3.124524,20.247589
476000,-0.694318,2.231396,10.220847,19.980608,1.857348,20.598734
480000,-0.833182,2.238579,9.840169,19.568394,0.956585,21.270491
484000,-0.694318,2.274492,9.713276,18.301218,-0.051049,22.003315
488000,-0.332794,2.193089,9.552865,17.476791,0.376432,22.537666
492000,-0.052672,2.109292,9.445126,15.690531,1.964218,22.171253
496000,0.083797,1.989582,9.485827,13.644730,4.574905,21.453697
500000,-0.028730,2.023100,9.588778,11.415722,8.758111,20.858276
504000,-0.351948,1.924938,9.878476,9.293585,10.269562,20.583467
508000,-0.634463,1.771709,10.378864,7.644730,9.002386,21.301025
512000,-0.754174,1.814805,10.805033,6.759233,5.521471,22.094917
